"","file_type","stain_type","donor","region","s3_uri","annotation_name"
"3276","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-I6/analysis_masks/H20.33.024-A12-I6_EC-L_analysis.annotations","EC-L"
"3277","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-I6/analysis_masks/H20.33.024-A12-I6_EC-R_analysis.annotations","EC-R"
"3278","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-I6/analysis_masks/H20.33.024-A12-I6_SB-L_analysis.annotations","SB-L"
"3279","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-I6/analysis_masks/H20.33.024-A12-I6_SB-R_analysis.annotations","SB-R"
"3280","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-I6/analysis_masks/H20.33.024-A12-I6_TEC-L_analysis.annotations","TEC-L"
"3281","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-I6/analysis_masks/H20.33.024-A12-I6_TEC-R_analysis.annotations","TEC-R"
"3282","RAW_IMAGE_DEEPZOOM","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/downsampled/H20.33.024-A12-GFAP-primary/H20.33.024-A12-GFAP-primary.dzi",NA
"3283","RAW_IMAGE","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/H20.33.024-A12-GFAP.svs",NA
"3284","HALO_ANALYSIS_IMAGE_DEEPZOOM","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/downsampled/H20.33.024-A12-GFAP-analysis/H20.33.024-A12-GFAP-analysis.dzi",NA
"3285","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_CA1-L_analysis.annotations","CA1-L"
"3286","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_CA1-R_analysis.annotations","CA1-R"
"3287","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_CA2-L_analysis.annotations","CA2-L"
"3288","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_CA2-R_analysis.annotations","CA2-R"
"3289","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_CA3-L_analysis.annotations","CA3-L"
"3290","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_CA3-R_analysis.annotations","CA3-R"
"3291","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_CA4-L_analysis.annotations","CA4-L"
"3292","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_CA4-R_analysis.annotations","CA4-R"
"3293","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_DG-L_analysis.annotations","DG-L"
"3294","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_DG-R_analysis.annotations","DG-R"
"3295","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_EC-L_analysis.annotations","EC-L"
"3296","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_EC-R_analysis.annotations","EC-R"
"3297","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_SB-L_analysis.annotations","SB-L"
"3298","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_SB-R_analysis.annotations","SB-R"
"3299","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_TEC-L_analysis.annotations","TEC-L"
"3300","SUBREGION_ANNOTATIONS_XML","GFAP","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-GFAP/analysis_masks/H20.33.024-A12-GFAP_TEC-R_analysis.annotations","TEC-R"
"3301","RAW_IMAGE_DEEPZOOM","H&E-LFB","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-LFB/downsampled/H20.33.024-A12-LFB-primary/H20.33.024-A12-LFB-primary.dzi",NA
"3302","RAW_IMAGE","H&E-LFB","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-LFB/H20.33.024-A12-LFB.svs",NA
"3303","HALO_ANALYSIS_IMAGE_DEEPZOOM","H&E-LFB","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","",NA
"3304","SUBREGION_ANNOTATIONS_XML","H&E-LFB","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","",NA
"3305","RAW_IMAGE_DEEPZOOM","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/downsampled/H20.33.024-A12-NEUN-primary/H20.33.024-A12-NEUN-primary.dzi",NA
"3306","RAW_IMAGE","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/H20.33.024-A12-NEUN.svs",NA
"3307","HALO_ANALYSIS_IMAGE_DEEPZOOM","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/downsampled/H20.33.024-A12-NEUN-analysis/H20.33.024-A12-NEUN-analysis.dzi",NA
"3308","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_CA1-L_analysis.annotations","CA1-L"
"3309","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_CA1-R_analysis.annotations","CA1-R"
"3310","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_CA2-L_analysis.annotations","CA2-L"
"3311","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_CA2-R_analysis.annotations","CA2-R"
"3312","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_CA3-L_analysis.annotations","CA3-L"
"3313","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_CA3-R_analysis.annotations","CA3-R"
"3314","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_CA4-L_analysis.annotations","CA4-L"
"3315","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_CA4-R_analysis.annotations","CA4-R"
"3316","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_DG-L_analysis.annotations","DG-L"
"3317","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_DG-R_analysis.annotations","DG-R"
"3318","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_EC-L_analysis.annotations","EC-L"
"3319","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_EC-R_analysis.annotations","EC-R"
"3320","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_SB-L_analysis.annotations","SB-L"
"3321","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_SB-R_analysis.annotations","SB-R"
"3322","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_TEC-L_analysis.annotations","TEC-L"
"3323","SUBREGION_ANNOTATIONS_XML","NeuN","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-NEUN/analysis_masks/H20.33.024-A12-NEUN_TEC-R_analysis.annotations","TEC-R"
"3324","RAW_IMAGE_DEEPZOOM","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/downsampled/H20.33.024-A12-ASYN-primary/H20.33.024-A12-ASYN-primary.dzi",NA
"3325","RAW_IMAGE","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/H20.33.024-A12-ASYN.svs",NA
"3326","HALO_ANALYSIS_IMAGE_DEEPZOOM","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/downsampled/H20.33.024-A12-ASYN-analysis/H20.33.024-A12-ASYN-analysis.dzi",NA
"3327","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_CA1-L_analysis.annotations","CA1-L"
"3328","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_CA1-R_analysis.annotations","CA1-R"
"3329","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_CA2-L_analysis.annotations","CA2-L"
"3330","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_CA2-R_analysis.annotations","CA2-R"
"3331","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_CA3-L_analysis.annotations","CA3-L"
"3332","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_CA3-R_analysis.annotations","CA3-R"
"3333","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_CA4-L_analysis.annotations","CA4-L"
"3334","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_CA4-R_analysis.annotations","CA4-R"
"3335","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_DG-L_analysis.annotations","DG-L"
"3336","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_DG-R_analysis.annotations","DG-R"
"3337","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_EC-L_analysis.annotations","EC-L"
"3338","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_EC-R_analysis.annotations","EC-R"
"3339","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_SB-L_analysis.annotations","SB-L"
"3340","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_SB-R_analysis.annotations","SB-R"
"3341","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_TEC-L_analysis.annotations","TEC-L"
"3342","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H20.33.024","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H20.33.024/H20.33.024-A12-ASYN/analysis_masks/H20.33.024-A12-ASYN_TEC-R_analysis.annotations","TEC-R"
"3343","RAW_IMAGE_DEEPZOOM","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-primary/H20.33.024-A7-AT-primary.dzi",NA
"3344","RAW_IMAGE","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-primary/H20.33.024-A7-AT.svs",NA
"3345","HALO_ANALYSIS_IMAGE_DEEPZOOM","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-analysis/H20.33.024-A7-AT_analysis.dzi",NA
"3346","SUBREGION_ANNOTATIONS_XML","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-analysis/subregion_annotations/H20.33.024-A7-AT_Layer1_analysis.annotations","Layer1"
"3347","SUBREGION_ANNOTATIONS_XML","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-analysis/subregion_annotations/H20.33.024-A7-AT_Layer2_analysis.annotations","Layer2"
"3348","SUBREGION_ANNOTATIONS_XML","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-analysis/subregion_annotations/H20.33.024-A7-AT_Layer3_analysis.annotations","Layer3"
"3349","SUBREGION_ANNOTATIONS_XML","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-analysis/subregion_annotations/H20.33.024-A7-AT_Layer4_analysis.annotations","Layer4"
"3350","SUBREGION_ANNOTATIONS_XML","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-analysis/subregion_annotations/H20.33.024-A7-AT_Layer5-6_analysis.annotations","Layer5-6"
"3351","SUBREGION_ANNOTATIONS_XML","AT8","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-AT-analysis/subregion_annotations/H20.33.024-A7-AT_STG_analysis.annotations","STG"
"3352","RAW_IMAGE_DEEPZOOM","Abeta (6E10) and IBA1","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-I6-primary/H20.33.024-A7-I6-primary.dzi",NA
"3353","RAW_IMAGE","Abeta (6E10) and IBA1","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-I6-primary/H20.33.024-A7-I6.svs",NA
"3354","HALO_ANALYSIS_IMAGE_DEEPZOOM","Abeta (6E10) and IBA1","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-I6-analysis/H20.33.024-A7-I6_analysis.dzi",NA
"3355","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-I6-analysis/subregion_annotations/H20.33.024-A7-I6_Layer1_analysis.annotations","Layer1"
"3356","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-I6-analysis/subregion_annotations/H20.33.024-A7-I6_Layer2_analysis.annotations","Layer2"
"3357","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H20.33.024","Middle Temporal Gyrus (MTG) and Superior Temporal Gyrus (STG)","s3://sea-ad-quantitative-neuropathology/middle-temporal-gyrus-and-superior-temporal-gyrus/H20.33.024/H20.33.024-A7-I6-analysis/subregion_annotations/H20.33.024-A7-I6_Layer3_analysis.annotations","Layer3"
